課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長
"Risk, Return and Valuation",4.4 out of 5 stars,8 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/risk-return-valuation,6 modules,"Finance, Corporate Finance, Decision Making, Return On Investment, Business Valuation, Business Risk Management, Environmental Social And Corporate Governance (ESG), Financial Analysis, Probability & Statistics, Cash Flows, Financial Modeling, Capital Budgeting, Risk Management, Portfolio Management","Module 1: The Need for, and the Value of, Social Business and the Complexity and the Challenges of Creating Them | Module 2: Overview of Specialization & Course | Risk, Return and Valuation | Diversification and CAPM | Leverage, WACC and Valuation | Putting it All Together!","Suresh K. Krishna, Gautam Kaul, Yunus Social Business Fund Bengaluru",Starts Jul 17,Flexible schedule,Learn at your own pace
Asociaciones Público-Privadas. Identificación y preparación,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/asociaciones-publico-privadas-identificacion-y-preparacion,4 modules,"Contract Management, Cost Benefit Analysis, Needs Assessment, Financial Modeling, Project Finance, Public Policies, Risk Analysis, Project Management, Policy Analysis, Project Risk Management, Strategic Partnership, Feasibility Studies, Governance",MÃ³dulo 1: IntroducciÃ³n a las Asociaciones PÃºblico- Privadas | MÃ³dulo 2: Establecimiento del marco de las APP | MÃ³dulo 3: Fase de preparaciÃ³n de los proyectos de APP | MÃ³dulo 4: Final del curso,"Jose Ernesto Yitani Rios, Banco Interamericano de Desarrollo",Starts Jul 17,Flexible schedule,Learn at your own pace
CAD/BIM技術與應用專項課程（CAD/BIM Specialization),4.8 out of 5 stars,6 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/cad-bim-shiwu,9 modules,"Creative Design, Civil Engineering, Simulation and Simulation Software, Construction Estimating, Architectural Engineering, Construction Management, Building Information Modeling, Computer-Aided Design, Engineering Design Process, Estimation, Engineering Change Order",èå¢å¾ç¼ | æ¡ä¾æ¨¡åå»ºç«ï¼ä¸ï¼ | æ¡ä¾æ¨¡åå»ºç«ï¼äºï¼ | å¨é­ç°å¢å»ºç« | å·¥ç¨æ¸éä¼°ç® | å·¥ç¨å°æ¡4Då±ç¤º | è¨­è¨è®æ´ï¼å°ä¸å®¤ | è¨­è¨è®æ´ï¼å±é  | ç¢æ¥­äºï¼,National Taiwan University,Starts Jul 17,,
Capstone Project: Predicting Safety Stock,4.2 out of 5 stars,9 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ml-safety-stock,3 modules,"Data Analysis, Predictive Analytics, Feature Engineering, Data Visualization, Machine Learning, Product Knowledge, Matplotlib, Data Transformation, Statistical Modeling, Predictive Modeling, Inventory Control, Inventory Management System, Data Manipulation, Time Series Analysis and Forecasting, Demand Planning, Data Wrangling, Pandas (Python Package), Exploratory Data Analysis, Forecasting, Inventory Management",Exploratory Data Analysis Using Pandas and Groupby | Demand Predictions Using SARIMA | Calculating Safety Stock,"Rajvir Dua, Neelesh Tiruviluamala",Starts Jul 17,Flexible schedule,Learn at your own pace
离散优化建模高阶篇 Advanced Modeling for Discrete Optimization,4.3 out of 5 stars,6 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/lisan-youhua-jianmo-gaojiepian,5 modules,"Algorithms, Performance Tuning, Mathematical Modeling, Debugging, Computational Logic, Operations Research",è°è¯ä¸æ¹è¯æ¨¡å | è°è¯ | è°åº¦é®é¢ | Packing æåé®é¢ | å¯¹ç§°ä¸æ¯é,"Prof. Jimmy Ho Man Lee, The Chinese University of Hong Kong",Starts Jul 17,Flexible schedule,Learn at your own pace
Blockchain Security - Foundational Concepts,4.8 out of 5 stars,13 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/blockchain-security-foundational-concepts,5 modules,"Risk Management, Cryptography, Application Security, Data Security, Encryption, Security Controls, Secure Coding, Vulnerability Assessments, Computer Security, Information Systems Security, Blockchain, Distributed Computing, Threat Modeling, Security Engineering, Data Integrity, Cryptographic Protocols, Key Management, Cybersecurity, Public Key Cryptography Standards (PKCS), Network Security","Welcome and Module 1: Intro to Blockchain Security | Module 2: Cryptography, Hash Functions, and Public Key | Module 3: Consensus, PoW, and PoS Security | Module 4: Advanced Blockchain and Architectural Security | Module 5: The Blockchain User & Node Security",Howard Poston,Starts Jul 17,15 hours to complete,
طرق تقييم الشركات | Business Valuation Approaches,4.9 out of 5 stars,8 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/business-valuation-approaches,1 module,"Business Analysis, Cash Flows, Business Valuation, Financial Statement Analysis, Accounting, Financial Modeling, Financial Analysis, Investment Management, Financial Forecasting, Competitive Analysis",Ø·Ø±Ù ØªÙÙÙÙ Ø§ÙØ´Ø±ÙØ§Øª (Business Valuation Approaches),Alfaisal University | KLD,Starts Jul 17,Flexible schedule,Learn at your own pace
Physics of Light and Materials,4.9 out of 5 stars,7 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/light-materials,3 modules,"Problem Solving, Advanced Mathematics, Differential Equations, Physical Science, Physics, Applied Mathematics, Integral Calculus, Mathematical Modeling, Mechanics, Trigonometry, Linear Algebra",Light and Glass | Polarization | Light and Materials Exam,"Jason Hafner, Rice University",Starts Jul 17,Flexible schedule,Learn at your own pace
Security for Artificial Intelligence Software and Services,3.5 out of 5 stars,15 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/security-for-artificial-intelligence-software-and-services,2 modules,"Data Security, Artificial Intelligence, Security Controls, Penetration Testing, Security Strategy, Data Ethics, Security Engineering, Security Testing, Threat Modeling, Vulnerability Assessments, Information Privacy, Encryption, Secure Coding, Cybersecurity",Introduction to AI Security | Implementing AI Security Practices,Board Infinity,Starts Jul 17,4 hours to complete,
Analyzing Digital Transformation Canvas for Competitiveness,N/A,N/A,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/analyzing-digital-transformation-canvas-for-competitiveness,,"Business Architecture, Innovation, Business Strategies, Information Technology, Entrepreneurship, Stakeholder Management, Competitive Analysis, Technology Strategies, Performance Measurement, Value Propositions, Leadership, Digital Transformation, Key Performance Indicators (KPIs), Business Transformation, FinTech, Business Process",,"Omodiaogbe Samuel, Coursera Project Network",,Hands-on learning,Learn more
Generative AI: Forecasting Disruption,4.6 out of 5 stars,14 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-forecasting-disruption,3 modules,"ChatGPT, Large Language Modeling, Prompt Engineering, Image Analysis, Visualization (Computer Graphics), Natural Language Processing, Artificial Intelligence, Generative AI",Getting Started | Affordances of AI | Limitations of AI,"Josh Pasek, University of Michigan",Starts Jul 17,4 hours to complete,
Оценка акций через анализ сопоставимых компаний,4.9 out of 5 stars,13 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/stock-valuation-comparable-companies-analysis-ru,,"Profit and Loss (P&L) Management, Income Statement, Financial Analysis, Equities, Business Valuation, Financial Data, Competitive Analysis, Benchmarking, Financial Statement Analysis",,"Bekhruzbek Ochilov, MCSI, PAGRC, Coursera Project Network",,2 ÑÐ°ÑÐ°,Learn at your own pace
Microsoft Sentinel: Complete Azure Introduction,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-microsoft-sentinel-the-complete-introduction-course-in-azure-3jpyd,12 modules,"Automation, Event Monitoring, Threat Detection, Cyber Threat Hunting, Large Language Modeling, Jupyter, Security Information and Event Management (SIEM), ChatGPT, Intrusion Detection and Prevention, Query Languages, Data Integration, Incident Management, Anomaly Detection, Microsoft Azure",Introduction | Create and Manage Microsoft Sentinel | Data Connectors | Analytics Rule | Incident Management | Threat Hunting | Watchlists | Workbooks | Automation | Microsoft Sentinel with ChatGPT | Other Concepts | Conclusion,Packt - Course Instructors,Starts Jul 17,Flexible schedule,Learn at your own pace
Cybersecurity Architecture Fundamentals,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-cybersecurity-architecture-fundamentals-jpld2,7 modules,"Vulnerability Management, IT Security Architecture, Security Engineering, Endpoint Security, Systems Architecture, Threat Modeling, Cybersecurity, Enterprise Architecture, Risk Management, Network Security, Threat Detection, Identity and Access Management, Remote Access Systems, Application Security, Risk Analysis, Data Security",Introduction | Threat Modelling | Enterprise Architecture Frameworks | Cyber Architecture for Enterprise Security | Designing for Security | Case Study | Conclusion,Packt - Course Instructors,Starts Jul 17,Flexible schedule,Learn at your own pace
Empreendedorismo e Inovação,4.8 out of 5 stars,12 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/empreendedorismo-e-inovacao,4 modules,"Entrepreneurship, Business Strategies, Business Modeling, Creative Thinking, Ideation, Innovation, Business Strategy, Creativity, Presentations, Professional Networking, Design Thinking, Value Propositions, Product Development, Fundraising","Fundamentos da InovaÃ§Ã£o e da Criatividade | Fundamentos do Design Thinking | Modelos de NegÃ³cios | Networking, CaptaÃ§Ã£o de Recursos e Pitching","Edson Barbero, Elber Mazaro, FundaÃ§Ã£o Instituto de AdministraÃ§Ã£o",Starts Jul 17,,
Quantization Fundamentals with Hugging Face,4.9 out of 5 stars,11 reviews,Beginner · Project · Less Than 2 Hours,https://www.coursera.org/projects/quantization-fundamentals,,"Large Language Modeling, PyTorch (Machine Learning Library), Performance Tuning, Applied Machine Learning, Generative AI",,"Younes Belkada, Marc Sun",,1 hour,Learn at your own pace
Modeling Climate Anomalies with Statistical Analysis,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/modeling-climate-anomalies-with-statistical-analysis,3 modules,"Data Collection, Data Visualization, Statistical Modeling, Application Programming Interface (API), Time Series Analysis and Forecasting, Data Analysis, Statistical Analysis, Regression Analysis, Data Science, Pandas (Python Package), Matplotlib, Data Manipulation",Introduction to Python for Data Analysis | Collecting Climate Data | Visualizing & Analyzing Climate Data,"Osita Onyejekwe, University of Colorado Boulder",Starts Jul 17,Flexible schedule,Learn at your own pace
Intermediate 3D Modelling and Game Asset Creation,N/A,N/A,Intermediate · Course · 3 - 6 Months,https://www.coursera.org/learn/packt-intermediate-3d-modelling-and-game-asset-creation-inb1l,19 modules,"Unity Engine, Animation and Game Design, Video Game Development, Performance Tuning, Augmented and Virtual Reality (AR/VR), Computer Graphics, Unreal Engine, 3D Modeling",Speeding Up Our Workflow | Creating Furniture Like Ikea | Working with Cloth | Customizing Decal Materials | A Crash Course in Geometry Nodes | Game of Thrones Style Stocks | Working with Emission Materials | Creating Realism in Our Prop | What Is Modifier Stacking? | How to Create Low-Poly Weapons | Creative Ways of Using Topology | Creating More Complex Geometry Nodes | Modelling the Final More Complex Props | Bringing All Our Modelling Techniques Together | Working with Blender Cycles X | Compositing Renders | Welcome to Realtime Rendering | Learning about Animation Paths | Unreal Engine 5 Blender Setup,Packt - Course Instructors,Starts Jul 17,Flexible schedule,Learn at your own pace
IoT Communications and Networks,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/iot-communications-networks,6 modules,"Real-Time Operating Systems, Wireless Networks, Network Performance Management, Local Area Networks, Network Protocols, Telecommunications, Internet Of Things, Network Architecture, Computer Networking, Network Routing",Welcome to the IoT Communications and Networks MOOC | Week 1: Medium Access Control (MAC) Layer | Week 2: 6TiSCH Adaptation Layer | Week 3: 6LoWPAN Adaptation Layer | Week 4: RPL Routing Protocol | Your opinion about this MOOC,"Remous-Aris Koutsiamanis, Geraldine Texier, Nicolas Montavont, Institut Mines-TÃ©lÃ©com",Starts Jul 17,Flexible schedule,Learn at your own pace
Practical Multi AI Agents and Advanced Use Cases with crewAI,4.7 out of 5 stars,10 reviews,Beginner · Project · Less Than 2 Hours,https://www.coursera.org/projects/practical-multi-ai-agents-and-advanced-use-cases-with-crewai,,"Interoperability, Prompt Engineering, Test Case, Large Language Modeling, Application Deployment, Application Development, Artificial Intelligence and Machine Learning (AI/ML), Agentic systems, Automation, Generative AI Agents",,Joe Moura,,2 Hours 43 Minutes,Learn at your own pace
قائمة التدفقات النقدية | Cash Flow Statement,4.2 out of 5 stars,11 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cash-flow-statement,1 module,"Financial Reporting, Accounting, Cash Flows, Financial Analysis, Financial Statements, Accrual Accounting, Financial Accounting, Balance Sheet, Income Statement",ÙØ§Ø¦ÙØ© Ø§ÙØªØ¯ÙÙØ§Øª Ø§ÙÙÙØ¯ÙØ©,Alfaisal University | KLD,Starts Jul 17,1 hour to complete,
Generative AI Applications and Popular Tools,4.8 out of 5 stars,8 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/generative-ai-applications-and-popular-tools,6 modules,"Image Analysis, GitHub, Natural Language Processing, Computer Vision, Large Language Modeling, OpenAI, Prompt Engineering, Application Programming Interface (API), ChatGPT, Software Development Tools, Generative AI",Building Chatbots | OpenCV | Midjourney | GitHub Copilot | Popular Gen AI Tools | Course Wrap-up and Assessments,,Starts Jul 17,Flexible schedule,Learn at your own pace
Data Preparation and Visualization with Power BI,N/A,N/A,Intermediate · Course · 3 - 6 Months,https://www.coursera.org/learn/packt-data-preparation-and-visualization-with-power-bi-bpydw,17 modules,"Data Manipulation, Data Analysis Expressions (DAX), Interactive Data Visualization, Data Presentation, Data Visualization Software, Performance Reporting, Data Import/Export, Report Writing, Management Reporting, Data Analysis, Data Transformation, Pivot Tables And Charts, Microsoft Excel, Data Cleansing, Power BI, Data Modeling, Dashboard","Introduction to Power Pivot and Power Query | Getting Started with Power Query | Useful Power Query Features | Creating a Data Model | Introduction to Data Analysis Expressions (DAX) | More Data Analysis Expressions (DAX) Measures | Using Pivot Tables and Slicers | Power Pivot, Power Query, and Data Analysis Expressions (DAX): Summary | Introduction to Power BI | Power BI: Getting and Transforming Data | Power BI: Data Modelling | Introduction to Data Analysis Expressions (DAX) Measures | Power BI: Adding Visualizations to Your Report | Power BI: Report Design | Power BI: Editing Interactions and Filters | Power BI Service | Power BI: Summary",Packt - Course Instructors,Starts Jul 17,Flexible schedule,Learn at your own pace
Cyber Risk Management for Executives,4.8 out of 5 stars,12 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/fair,,"Governance, Risk Appetite, Risk Modeling, Governance Risk Management and Compliance, Strategic Prioritization, Risk Analysis, Enterprise Risk Management (ERM), Cybersecurity, Regulatory Compliance, Threat Management, Operational Risk, Cyber Security Strategy",Foundations of Cyber Risk Management and FAIRâ¢ | Practical Applications of FAIRâ¢ for Cyber Risk Management | Executive Communication and Governance | Advancing FAIRâ¢ within Risk Management Programs,"Bernadette Dunn, FAIR Institute, Saket Modi",Starts Jul 17,1 month,at 10 hours. a week
Understanding Large Language Models in Business,4.5 out of 5 stars,10 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/understanding-large-language-models-in-business,1 module,"Customer experience improvement, Real Time Data, Software Development, Technology Roadmaps, Natural Language Processing, Large Language Modeling, Prompt Engineering, Business Strategy, Business Marketing, Generative AI, Business Modeling, Analytics, Application Programming Interface (API), Artificial Intelligence, Artificial Neural Networks, OpenAI, Content Marketing, ChatGPT, Trend Analysis",Understanding LLMs and their Business Application,"Soheil Haddadi, Reza Moradinezhad, Coursera Instructor Network",Starts Jul 17,2 hours to complete,
CompTIA PenTest+ (PT0-002),4.8 out of 5 stars,12 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/packt-comptia-pentest-plus-pto-002,,"Virtual Local Area Network (VLAN), Intrusion Detection and Prevention, Threat Detection, Infrastructure Security, Network Security, Cybersecurity, Vulnerability Assessments, Vulnerability Scanning, Technical Writing, Scripting, Penetration Testing, Open Web Application Security Project (OWASP)",Foundations and Reconnaissance Techniques | Advanced Penetration Techniques | Reporting and Advanced Practices,Packt - Course Instructors,Starts Jul 17,1 month,at 10 hours. a week
Applied Math for Materials Science and Engineering,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/applied-math-for-materials-science-and-engineering,4 modules,"Mathematical Modeling, Applied Mathematics, Differential Equations, Mathematical Theory & Analysis, Engineering Analysis, Advanced Mathematics, Integral Calculus, Derivatives, Engineering Calculations, General Mathematics, Calculus",Week 1 Differential Calculus of One Variable | Week 2 Integral Calculus | Week 3 Calculus of Many Variables | Final Exam,"Seungbum Hong, Korea Advanced Institute of Science and Technology(KAIST)",Starts Jul 17,Flexible schedule,Learn at your own pace
Introduction to Value Investing,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-value-investing,1 module,"Business Metrics, Risk Analysis, Business Research, Annual Reports, Financial Statement Analysis, Competitive Analysis, Key Performance Indicators (KPIs), Financial Analysis, Balance Sheet, Portfolio Management, Income Statement, Financial Statements, Investment Management, Investments, Business Valuation",Introduction to Value Investing,"Mary MacNamara, Andrew Wilkinson, Interactive Brokers",Starts Jul 17,Flexible schedule,Learn at your own pace
Estrategia de IT centrada en el cliente,4.6 out of 5 stars,7 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/uva-darden-customer-centric-it-strategy-es,2 modules,"Process Design, Design Thinking, Sales, Business Modeling, Business Strategy, IT Management, Agile Methodology, Solution Design, Customer experience strategy (CX), Lean Methodologies, Performance Metric, Stakeholder Engagement",Â¿CÃ³mo defines una estrategia centrada en el cliente que puedas ejecutar en la prÃ¡ctica? | Â¿CÃ³mo puedes elaborar un prototipo de las soluciones de IT que las personas desean usar?,"Alex Cowan, University of Virginia",Starts Jul 17,Flexible schedule,Learn at your own pace
Getting Started with Mistral,4.7 out of 5 stars,13 reviews,Beginner · Project · Less Than 2 Hours,https://www.coursera.org/projects/getting-started-with-mistral,,"OpenAI, Large Language Modeling, Generative AI, JSON, Artificial Intelligence, Prompt Engineering",,Sophia Yang,,1 hour,Learn at your own pace
Value and Business Decision Making,4.9 out of 5 stars,9 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/value-business-decision-making,6 modules,"Strategic Decision-Making, Corporate Sustainability, Stakeholder Management, Financial Analysis, Decision Making, Risk Analysis, Business Ethics, Cost Benefit Analysis, Business Valuation, Return On Investment, Finance, Economics, Policy, and Social Studies, Cash Flows","Module 1: The Need for, and the Value of, Social Business and the Complexity and the Challenges of Creating Them | Module 2: Overview of Specialization & Course | Decision Criteria - An Introduction | Decision Making - A Deeper Look | Cash Flows | Cash Flows - Applications","Suresh K. Krishna, Gautam Kaul, Yunus Social Business Fund Bengaluru",Starts Jul 17,Flexible schedule,Learn at your own pace
Developing Generative AI Solutions,4.6 out of 5 stars,9 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/developing-generative-ai-solutions,1 module,"Application Development, Business Analysis, Performance Analysis, Generative AI, Business Solutions, Performance Improvement, Prompt Engineering, Large Language Modeling",Developing Generative AI Solutions,"AWS Instructor, Amazon Web Services",Starts Jul 17,Flexible schedule,Learn at your own pace
Gestión de Ingresos,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/gestion-de-ingresos,4 modules,"Business Strategies, Marketing Channel, Forecasting, Market Analysis, Competitive Analysis, Financial Management, Revenue Management, Price Negotiation, Market Dynamics, Decision Making, Property Management Systems, Cross Selling, Customer Analysis, Business Intelligence Software, Time Series Analysis and Forecasting, Upselling","GestiÃ³n de Ingresos. EvoluciÃ³n, desarrollo y aplicaciÃ³n | AnÃ¡lisis del mercado y la competencia. Set Competitivo. KPI's | PrevisiÃ³n, forecast y pricing | Canales de distribuciÃ³n y software de apoyo para la gestiÃ³n de ingresos","Francisco Donato, Universidad de Palermo",Starts Jul 17,Flexible schedule,Learn at your own pace
Foundations of Elasticsearch,4.6 out of 5 stars,8 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/packt-foundations-of-elasticsearch-uohrj,3 modules,"Restful API, Software Installation, Big Data, Data Management, Database Management, JSON, Data Import/Export, Data Structures, Query Languages, NoSQL, Data Mapping, Scalability",Installing and Understanding Elasticsearch | Mapping and Indexing Data | Searching with Elasticsearch,Packt - Course Instructors,Starts Jul 17,Flexible schedule,Learn at your own pace
GenAI for Business Intelligence Analysts,4.6 out of 5 stars,10 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/genai-for-business-intelligence-analysts,1 module,"Exploratory Data Analysis, Data Ethics, Business Intelligence, Data-Driven Decision-Making, Business Analytics, Large Language Modeling, Generative AI, Machine Learning, Advanced Analytics, Data Storytelling, Project Implementation, Data Governance, Business Process Automation",BI Analysts: Unleashing Business Insights with GenAI,"Vinita Silaparasetty, Coursera Instructor Network",Starts Jul 17,1 hour to complete,
Generative AI and Symbolic Reasoning,4.9 out of 5 stars,7 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-genai,3 modules,"Artificial Intelligence and Machine Learning (AI/ML), Natural Language Processing, Generative AI, Prompt Engineering, ChatGPT, Large Language Modeling, Data Ethics, OpenAI, Artificial Intelligence",Course Introduction | Transformers and Large Language Models | Symbolic Generative AI,"Ian McCulloh, Johns Hopkins University",Starts Jul 17,Flexible schedule,Learn at your own pace
Учительський коучинг: сприяння розвитку сталих змін,4.9 out of 5 stars,7 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/uchytelskyy-kouchynh,5 modules,"Train The Trainer, Growth Mindedness, Coaching, Teaching, Instructional Strategies, Goal Setting, Positivity, Planning, Classroom Management, Open Mindset, Education and Training, Overcoming Obstacles, Constructive Feedback",ÐÐ»ÑÑÐ¾Ð²Ñ Ð¿ÐµÑÐµÐºÐ¾Ð½Ð°Ð½Ð½Ñ | Ð¡Ð¿Ð¾ÑÑÐ± Ð¼Ð¸ÑÐ»ÐµÐ½Ð½Ñ | ÐÐ°ÑÐµÐ½Ð½Ñ Ð½Ð°Ð²ÑÐ°Ð½Ð½Ñ | ÐÐ²Ð¾ÑÐ¾ÑÐ½Ð¸Ð¹ Ð·Ð²'ÑÐ·Ð¾Ðº | ÐÐ½Ð¾ÑÐ°ÑÑÑ Ð·Ð°Ð²Ð´Ð°Ð½Ð½Ñ,"Mr.  Orin  Gutlerner, Match Teacher Residency",Starts Jul 17,,
Curiosity: A Necessary Ingredient for Successful Innovation,4.8 out of 5 stars,10 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/curiosity-a-necessary-ingredient-for-successful-innovation,5 modules,"Market Research, Communication, Persona Development, Innovation, Entrepreneurship, Customer Insights, Target Audience, Customer Analysis, Design Thinking, Curiosity, Customer Engagement, Problem Solving",Course Introduction | Module 1: Marketplace Conversations | Module 2: The Value of Customer Archetypes and Personas | Module 3: Insight as Innovation Currency | Module 4: Human-centered Evidence of Curiosity,"Brent Sebold, Arizona State University",Starts Jul 17,19 hours to complete,
Introduction to Value Investing,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-value-investing,1 module,"Business Metrics, Risk Analysis, Business Research, Annual Reports, Financial Statement Analysis, Competitive Analysis, Key Performance Indicators (KPIs), Financial Analysis, Balance Sheet, Portfolio Management, Income Statement, Financial Statements, Investment Management, Investments, Business Valuation",Introduction to Value Investing,"Mary MacNamara, Andrew Wilkinson, Interactive Brokers",Starts Jul 17,Flexible schedule,Learn at your own pace
Assessing and Managing Secure IoT Applications and Devices,4.8 out of 5 stars,9 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/assessing-and-managing-secure-iot-applications-and-devices,,"Threat Detection, Infrastructure Security, Network Security, Cybersecurity, Vulnerability Assessments, Penetration Testing, Data Security, Threat Management, Security Controls, Encryption, Security Engineering, Vulnerability Management",Foundations of Secure IoT Architecture | Managing IoT Security in Networks | Securing the IoT Landscape: From Inception to Architecture,Dr. Fortem Mbah,Starts Jul 17,1 month,at 10 hours. a week
Data Preparation and Analysis,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/illinois-tech-data-preparation-and-analysis,9 modules,"Data Presentation, Machine Learning, Statistical Analysis, Feature Engineering, Data Manipulation, Data Cleansing, Data Science, Scikit Learn (Machine Learning Library), Machine Learning Algorithms, Applied Machine Learning, Analytics, Data Mining, Python Programming, Unsupervised Learning, Decision Tree Learning, Data Visualization, Exploratory Data Analysis, Regression Analysis, Statistical Modeling, Data Analysis","Module 1: Process of Preparing and Analyzing Data | Module 2: Measure and Visualize Correlation | Module 3: Market Basket Analysis | Module 4: Partitioning, Segmenting, and Clustering of Observations | Module 5: Linear Regression | Module 6: Binary Logistic Regression | Module 7: Decision Trees - The CART Algorithm | Module 8: Evaluating the Performance of Models | Summative Course Assessment","Ming-Long Lam, Jawahar Panchal, Illinois Tech",Starts Jul 17,,
Foundations of Elasticsearch,4.6 out of 5 stars,8 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/packt-foundations-of-elasticsearch-uohrj,3 modules,"Restful API, Software Installation, Big Data, Data Management, Database Management, JSON, Data Import/Export, Data Structures, Query Languages, NoSQL, Data Mapping, Scalability",Installing and Understanding Elasticsearch | Mapping and Indexing Data | Searching with Elasticsearch,Packt - Course Instructors,Starts Jul 17,Flexible schedule,Learn at your own pace
Учительський коучинг: сприяння розвитку сталих змін,4.9 out of 5 stars,7 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/uchytelskyy-kouchynh,5 modules,"Train The Trainer, Growth Mindedness, Coaching, Teaching, Instructional Strategies, Goal Setting, Positivity, Planning, Classroom Management, Open Mindset, Education and Training, Overcoming Obstacles, Constructive Feedback",ÐÐ»ÑÑÐ¾Ð²Ñ Ð¿ÐµÑÐµÐºÐ¾Ð½Ð°Ð½Ð½Ñ | Ð¡Ð¿Ð¾ÑÑÐ± Ð¼Ð¸ÑÐ»ÐµÐ½Ð½Ñ | ÐÐ°ÑÐµÐ½Ð½Ñ Ð½Ð°Ð²ÑÐ°Ð½Ð½Ñ | ÐÐ²Ð¾ÑÐ¾ÑÐ½Ð¸Ð¹ Ð·Ð²'ÑÐ·Ð¾Ðº | ÐÐ½Ð¾ÑÐ°ÑÑÑ Ð·Ð°Ð²Ð´Ð°Ð½Ð½Ñ,"Mr.  Orin  Gutlerner, Match Teacher Residency",Starts Jul 17,,
Estrategia de IT centrada en el cliente,4.6 out of 5 stars,7 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/uva-darden-customer-centric-it-strategy-es,2 modules,"Lean Methodologies, Stakeholder Engagement, Sales, Customer experience strategy (CX), IT Management, Performance Metric, Business Strategy, Solution Design, Business Modeling, Agile Methodology, Design Thinking, Process Design",Â¿CÃ³mo defines una estrategia centrada en el cliente que puedas ejecutar en la prÃ¡ctica? | Â¿CÃ³mo puedes elaborar un prototipo de las soluciones de IT que las personas desean usar?,"Alex Cowan, University of Virginia",Starts Jul 17,Flexible schedule,Learn at your own pace
Gestión de Ingresos,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/gestion-de-ingresos,4 modules,"Business Strategies, Marketing Channel, Forecasting, Market Analysis, Competitive Analysis, Financial Management, Revenue Management, Price Negotiation, Market Dynamics, Decision Making, Property Management Systems, Cross Selling, Customer Analysis, Business Intelligence Software, Time Series Analysis and Forecasting, Upselling","GestiÃ³n de Ingresos. EvoluciÃ³n, desarrollo y aplicaciÃ³n | AnÃ¡lisis del mercado y la competencia. Set Competitivo. KPI's | PrevisiÃ³n, forecast y pricing | Canales de distribuciÃ³n y software de apoyo para la gestiÃ³n de ingresos","Francisco Donato, Universidad de Palermo",Starts Jul 17,Flexible schedule,Learn at your own pace
